ID,text,food,restaurant,atmosphere,drinks,location,service
620892:2,Pizza was a little soggy.,1,0,0,0,0,0
620892:4,Not enough wines by the glass either.,0,0,0,1,0,0
620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",1,0,0,0,0,0
624715:0,This place is a great bargain.,0,1,0,0,0,0
624715:1,Authentic Pakistani food.,1,0,0,0,0,0
624715:2,People are always friendly.,0,0,0,0,0,1
624715:3,Don't waste money on decor.,0,0,1,0,0,0
624715:4,"Just straight up cheap, good food.",1,0,0,0,0,0
626269:0,Faan is sooo good.,0,1,0,0,0,0
626269:1,The best pad thai i've ever had.,1,0,0,0,0,0
626269:3,bottles of wine are cheap and good.,0,0,0,1,0,0
626269:4,What more could you want?,0,1,0,0,0,0
630914:0,The food was actually aweful.,1,0,0,0,0,0
630914:1,I'm not picky - but it was actually gross.,1,0,0,0,0,0
630914:4,Wouldn't recomend it for dinner!,0,1,0,0,0,0
632121:0,This is the perfect date spot for Williamsburg couples.,0,1,0,0,0,0
632121:1,The jukebox plays everything from Italian Opera to The Strokes.,0,0,1,0,0,0
632121:4,"If only they delivered, they'd make a mint!",0,1,0,0,0,0
657129:0,go here for the drinks!,0,0,0,1,0,0
657129:3,the drinks are amazing and half off till 8pm.,0,0,0,1,0,0
657129:4,"Ask for Usha, the nicest bartender in manhattan.",0,0,0,0,0,1
657129:5,My fav was the sassy lassi...,0,0,0,1,0,0
680345:0,This is an amazing place to try some roti rolls.,1,0,0,0,0,0
680345:1,I really recommend the very simple Unda (Egg) rolls.,1,0,0,0,0,0
680345:3,Amazing!,1,0,0,0,0,0
680390:0,"Toons has recently been redone, so it's now a very attractive space.",0,0,1,0,0,0
680390:1,The food's as good as ever.,1,0,0,0,0,0
680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",1,0,0,0,0,0
682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",1,0,0,0,0,0
682250:3,Can't wait to go back.,0,1,0,0,0,0
682391:1,Beef noodle soup is good as well.,1,0,0,0,0,0
682391:3,Best Taiwanese food in NY!,1,0,0,0,0,0
707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,0,1,0,0,0,0
707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",0,1,0,0,0,0
707917:3,Good luck getting a table.,0,1,0,0,0,0
709294:0,My roommate and I LOVE this place.,0,1,0,0,0,0
709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",0,0,1,0,0,0
709294:2,Indoor was very cozy and cute.,0,0,1,0,0,0
709294:5,Staff is very accomodating.,0,0,0,0,0,1
713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",1,0,0,0,0,0
713152:2,But $1 for each small piece???,1,0,0,0,0,0
713152:3,Not worth it.,1,0,0,0,0,0
713152:4,I won't go back unless someone else is footing the bill.,0,1,0,0,0,0
717570:1,The decor is very simple but comfortable.,0,0,1,0,0,0
717570:2,The food was delicious but do not come here on a empty stomach.,1,0,0,0,0,0
717570:5,The staff there is very attentive and down to earth.,0,0,0,0,0,1
717570:6,I loved it and would go again.,0,1,0,0,0,0
720418:1,The owner truly caters to all your needs.,0,0,0,0,0,1
720418:2,"When family came in he gave them apps to test their palets, and then ordered for them.",0,0,0,0,0,1
720418:3,Everyone was more then happy with his choices.,0,0,0,0,0,1
720620:1,The food here does a great service to the name (Cantonese that is...).,1,0,0,0,0,0
720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,1,0,0,0,0,0
720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,1,0,0,0,0,0
720620:5,Simply some good tasting Chinese food at incredible prices...,1,0,0,0,0,0
720620:6,Service is not what you are coming here for...,0,0,0,0,0,1
720620:8,Big Wong is a great place to eat and fill your stomach.,0,1,0,0,0,0
735448:1,"whoever the jazz duo was, they were on POINT.",0,0,1,0,0,0
735448:3,even the wine by the glass was good.,0,0,0,1,0,0
735448:4,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",0,1,0,0,1,0
737999:0,Consistently good Japanese Tapas.,1,0,0,0,0,0
737999:3,Atmosphere is nice and relaxed too...,0,0,1,0,0,0
737999:4,A great place to meet up for some food and drinks...  ,0,1,0,0,0,0
737999:5,Yakitori (bbq meats) is tasty too.,1,0,0,0,0,0
740923:3,Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,1,0,0,0,0,0
740923:4,No thanks!!!,0,1,0,0,0,0
744478:0,"This place, which is only a few months old, is perhaps Queens' biggest secret!",0,1,0,0,0,0
746254:0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,0,0,0,0,0,1
746254:1,We were then shooed inside.,0,0,0,0,0,1
746254:2,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",0,0,0,0,0,1
746254:3,"We left, never to return.",0,1,0,0,0,0
757762:1,The only problem is that the manager is a complete incompetent.,0,0,0,0,0,1
757762:2,He offers subpar service and has no personality.,0,0,0,0,0,1
757762:3,"In fact, it appears he is going to go postal at any moment.",0,0,0,0,0,1
757762:5,There is no excuse for such lousy service!,0,0,0,0,0,1
758263:0,I have never before eaten 40 pieces of relatively good nigiri.,1,0,0,0,0,0
758263:2,You can do it here.,1,0,0,0,0,0
758263:3,$20 for all you can eat sushi cannot be beaten.,1,0,0,0,0,0
759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",0,1,0,0,0,0
759781:2,"Most of the servers are very attentive, friendly and quite attractive.",0,0,0,0,0,1
759781:5,Me and my girls will definitely go back.,0,1,0,0,0,0
773720:1,I would highly recommand requesting a table by the window.,0,0,0,0,1,0
872763:1,The food is great.,1,0,0,0,0,0
872763:2,Personal pans are the perfect size for those hungry nights.,1,0,0,0,0,0
872763:3,I heartily recommend.,0,1,0,0,0,0
872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,0,0,0,0,0,1
872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,0,0,0,0,0,1
875139:1,The pizza was pretty good and huge.,1,0,0,0,0,0
875139:2,The price very reasonable.,0,1,0,0,0,0
875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,1,0,0,0,0,0
875139:5,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,1,0,0,0,0,0
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",1,0,0,0,0,0
929329:2,"La Rosa waltzes in, and I think they are doing it the best.",1,0,0,0,0,0
935633:1,I love it.,0,1,0,0,0,0
935633:2,I plan on stopping by next week as well.,0,1,0,0,0,0
935633:3,"I found it on a cold night, the perfect spot to warm up.",0,1,0,0,0,0
935633:4,I recieved prompt service with a smile.,0,0,0,0,0,1
935633:5,"To me it exemplifies Soho, cute, artsy, interesting.",0,0,1,0,0,0
935633:6,Definately check it out!!!,0,1,0,0,0,0
955711:0,This place blew me away...by far my new favorite restaurant on the uppereast side.,0,1,0,0,0,0
955711:1,The wine list is extensive and impressive.,0,0,0,1,0,0
955711:2,LOVE the atmosphere - felt like I was in Paris.,0,0,1,0,0,0
957145:4,I lOVE THIS PLACE!,0,1,0,0,0,0
957145:5,Keep up the good work guys!,0,1,0,0,0,0
958809:1,I have to say I have never had a disapointing meal here.,1,0,0,0,0,0
958809:2,We could have made a meal of the yummy dumplings from the dumpling menu.,1,0,0,0,0,0
ADLT#8:0,Love Al Di La,0,1,0,0,0,0
ADLT#8:1,I recommend this place to everyone.,0,1,0,0,0,0
ADLT#8:2,Great food.,1,0,0,0,0,0
ADLT#2:0,One of my favorite places in Brooklyn. ,0,1,0,0,0,0
BFC#4:0,Overpriced and not tasty ,1,0,0,0,0,0
BFC#4:1,The food here was mediocre at best. ,1,0,0,0,0,0
BHD#9:0,Tasty Dog!,1,0,0,0,0,0
BHD#9:2,One of the best hot dogs I have ever eaten.,1,0,0,0,0,0
BHD#9:3,Can't wait to go back.,0,1,0,0,0,0
BzG#1:0,The Cypriot restaurant has a lot going for it.,0,1,0,0,0,0
BzG#1:1,But the best pork souvlaki I ever had is the main thing.,1,0,0,0,0,0
BzG#1:3,Run don't walk.,0,1,0,0,0,0
EVPK#10:0,Super YUMMY Pizza!,1,0,0,0,0,0
EVPK#10:1,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,0,0,1,0,0,0
EVPK#10:3,"We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!",1,0,0,0,0,0
EVPK#10:4,"We had fun eating in there, we were there like around 3 a.m. in the morning!",0,1,0,0,0,0
EVPK#10:5,"Will comeback for sure, wish they have it here in LA..",0,1,0,0,0,0
Z#3:1,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that.",0,0,1,0,0,0
Z#3:2,"I paid just about $60 for a good meal, though :)",1,0,0,0,0,0
Z#3:3,Great sake!,0,0,0,1,0,0
Y#7:0,"Reliable, Fresh Sushi",1,0,0,0,0,0
Y#7:3,Have never had a problem with service save a missing rice once.,0,0,0,0,0,1
Y#7:4,Delivery can be spot on or lacking depending on the weather and the day of the week.,0,0,0,0,0,1
Y#7:5,Delivery guy sometimes get upset if you don't tip more than 10%.,0,0,0,0,0,1
Y#3:0,Best. Sushi. Ever.,1,0,0,0,0,0
Y#3:1,This place has ruined me for neighborhood sushi.,1,0,0,0,0,0
Y#3:2,"Creative, consistent, fresh.",1,0,0,0,0,0
Y#3:4,Not cheap but very yummy.,1,0,0,0,0,0
Y#3:5,Love it.,0,1,0,0,0,0
Y#2:0,"Very, very nice",0,1,0,0,0,0
Y#2:1,"The place is a bit hidden away, but once you get there, it's all worth it.",0,1,0,0,1,0
WE#9:0,Loved It,0,1,0,0,0,0
WE#9:2,We had a very nice time.,0,1,0,0,0,0
WE#9:4,I'd definitely go back again.,0,1,0,0,0,0
TR#3:0,Great place to relax and enjoy your dinner,0,0,1,0,0,0
TR#3:1,There is something about their atmosphere that makes me come back nearly every week.,0,0,1,0,0,0
TR#3:2,"Place is open till late, no dress code.",0,1,0,0,0,0
TR#3:4,Highly recommended!,0,1,0,0,0,0
TM#7:0,Excellent food for great prices,1,0,0,0,0,0
TM#7:1,My husband and I have been sold on this from the first visit.,0,1,0,0,0,0
TM#7:2,The wait staff is very courteous and accomodating.,0,0,0,0,0,1
TM#7:4,There are no negatives to speak of.,0,1,0,0,0,0
RL#7:0,the bestt!,0,1,0,0,0,0
RL#7:1,my favorite place lol,0,1,0,0,0,0
RL#7:2,i love their chicken pasta cant remember the name but is sooo good,1,0,0,0,0,0
RL#3:0,its alright,0,1,0,0,0,0
RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",0,1,0,0,0,0
RL#3:2,"lobster was good, nothing spectacular.",1,0,0,0,0,0
RL#3:3,"its just a fun place to go, not a five star restaraunt.",0,1,0,0,0,0
PP#9:0,Way below average,0,1,0,0,0,0
PP#9:1,I think the pizza is so overrated and was under cooked.,1,0,0,0,0,0
PP#9:3,Would NEVER go back,0,1,0,0,0,0
PP#4:0,I love this place,0,1,0,0,0,0
PP#4:1,I wasn't here for the pizza so I can't comment on that yet but what I had was very good.,1,0,0,0,0,0
PP#4:2,The service was quick and friendly.,0,0,0,0,0,1
PP#4:3,Everyone was smiling so that made me feel welcome.,0,0,0,0,0,1
PP#4:4,I thought the restaurant was nice and clean.,0,1,1,0,0,0
PP#4:5,I ordered the vitello alla marsala and I was pretty impressed.,1,0,0,0,0,0
PP#4:7,The potato balls were not dry at all... in fact it was buttery.,1,0,0,0,0,0
PP#4:8,The only downside... they only take cash which is OK if you know about it ahead of time.,0,1,0,0,0,0
PP#4:9,I'll be back for sure.,0,1,0,0,0,0
P#1:0,WORST PLACE ON SMITH STREET IN BROOKLYN,0,1,0,0,0,0
P#1:2,I would never recommend this place to anybody even for a casual dinner.,0,1,0,0,0,0
RL#9:0,awesome,0,1,0,0,0,0
RL#9:1,the food is always fresh ...,1,0,0,0,0,0
Y#5:1,Went here on sat 1/26 and was disappointed.,0,1,0,0,0,0
Y#5:2,Chicken teriyaki had tomato or pimentos on top??,1,0,0,0,0,0
Y#5:3,food was luke warm.,1,0,0,0,0,0
Y#5:4,The waitress was not attentive at all.,0,0,0,0,0,1
Y#5:5,I was looking for banana tempura for dessert and they dont have.,1,0,0,0,0,0
TFS#8:0,"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",0,1,0,0,0,0
TFS#8:2,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,1,0,0,0,0,0
Y#4:0,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",1,0,0,0,0,0
Y#4:2,"If you don't like it, I don't know what to tell you.",1,0,0,0,0,0
Y#4:3,The Seafood Dynamite is also otherworldly.,1,0,0,0,0,0
Y#4:4,I'm not even going to bother to describe it; it speaks for itself.,1,0,0,0,0,0
Y#6:0,Favorite Sushi in NYC,1,0,0,0,0,0
Y#6:3,"In the summer months, the back garden area is really nice.",0,0,1,0,0,0
Y#6:5,"The Dancing, White River and Millenium rolls are musts.",1,0,0,0,0,0
RL#4:0,SO GOOD,0,1,0,0,0,0
RL#4:1,I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),0,1,0,0,0,0
P#10:0,Gross food – Wow-,1,0,0,0,0,0
P#10:1,I can't remember the last time I had such gross food in New York.,1,0,0,0,0,0
P#10:2,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,1,0,0,0,0,0
P#10:3,And $11 for a plate of bland guacamole?,1,0,0,0,0,0
P#10:5,"Don't get me started on the margaritas, either.",0,0,0,1,0,0
P#10:6,Mine tasted like the bartender had forgotten to add the tequila.,0,0,0,1,0,0
P#10:8,Save your money and your time and go somewhere else.,0,1,0,0,0,0
P#10:9,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",0,1,0,0,0,0
TM#3:0,Great Indian Food!,1,0,0,0,0,0
TM#3:2,When I got there the place was packed but they made sure to seat me quickly.,0,0,0,0,0,1
TM#3:4,I noticed alot of indian people eatting there which is a great sign for an indian place!,0,1,0,0,0,0
TR#1:1,The staff is very good.,0,0,0,0,0,1
TR#1:2,Love their drink menu.,0,0,0,1,0,0
TR#1:3,I highly recommend this beautiful place.,0,1,1,0,0,0
TR#8:0,Nice for one time special occasion.,0,1,0,0,0,0
TR#8:2,They honored reservation on Sunday afternoon very well. ,0,0,0,0,0,1
TR#8:4,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,0,0,0,1,0,0
TR#8:5,Food was OK.,1,0,0,0,0,0
TR#8:6,Nice view of river and NYC.,0,0,0,0,1,0
BG#1:0,I come here enjoy very much with husband.,0,1,0,0,0,0
BG#1:1,Remind me of home.,0,1,0,0,0,0
BG#1:2,Great survice,0,0,0,0,0,1
ADLT#4:0,MMMMMMMMMmmmmmm so delicious,1,0,0,0,0,0
CLF#1:0,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,0,0,1,0,0,0
CLF#1:2,"Oh, and there's hookah.",0,0,1,0,0,0
P#9:0,Raymond the bartender rocks!,0,0,0,0,0,1
P#9:1,Pacifico is a great place to casually hang out.,0,1,0,0,0,0
P#9:3,The omlette for brunch is great...,1,0,0,0,0,0
P#9:4,"the spinach is fresh, definately not frozen...",1,0,0,0,0,0
P#9:6,A weakness is the chicken in the salads.,1,0,0,0,0,0
P#9:7,"It's just average, just shredded, no seasoning on it.",1,0,0,0,0,0
P#9:8,"Also, I personally wasn't a fan of the portobello and asparagus mole.",1,0,0,0,0,0
BG#6:0,Best Indian Restaurant in the City,0,1,0,0,0,0
BzG#4:0,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,1,0,0,0,0,0
NP#10:0,Best restaurant in Brooklyn,0,1,0,0,0,0
NP#10:1,The best!,0,1,0,0,0,0
NP#10:3,The veal was incredible last night.,1,0,0,0,0,0
NP#10:4,"Fresh, mind blowing flavors.",1,0,0,0,0,0
NP#10:5,This place is a must visit!,0,1,0,0,0,0
BHD#2:2,"Delicious, creative and fun.",1,0,0,0,0,0
Z#11:0,Got a date? Go here!,0,1,0,0,0,0
Z#11:1,Every time I have a special occasion with my boyfriend I have a hard time going anywhere else.,0,1,0,0,0,0
Z#11:2,It is so romantic.,0,0,1,0,0,0
Z#11:3,"Its dark, and cozy.. there is always jazz music playing when we go.",0,0,1,0,0,0
Z#11:4,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,0,0,1,0,0,0
Z#11:5,The food is all shared so we get to order together and eat together.,1,0,0,0,0,0
Z#11:7,Once you try it for a special occasion beware.. you can't stop!,0,1,0,0,0,0
Z#11:8,"You'll be ther for every anniversary, birthday, valentines day...",0,1,0,0,0,0
WE#4:0,For a Fabulous Wedding!,0,1,0,0,0,0
WE#4:1,My daughter's wedding reception at Water's Edge received the highest compliments from our guests.,0,1,0,0,0,0
WE#4:3,Service was wonderful;,0,0,0,0,0,1
WE#4:4,everyone was cheerfully cooperative and helpful.,0,0,0,0,0,1
WE#4:5,"Paul, the maitre d', was totally professional and always on top of things.",0,0,0,0,0,1
WE#4:6,Thank you everyone at Water's Edge.,0,1,0,0,0,0
TR#2:0,would NOT go back.,0,1,0,0,0,0
TR#2:3,"The bar drinks were Eh, ok to say the least.",0,0,0,1,0,0
TR#2:4,The stuff tilapia was horrid...tasted like cardboard.,1,0,0,0,0,0
TR#2:5,"We thought the dessert would be better, Wrong!",1,0,0,0,0,0
TR#2:6,$170 down the toilet...,0,1,0,0,0,0
TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",0,0,1,0,0,0
TR#2:8,"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",0,0,1,0,0,0
TFS#10:0,Good Experience,0,1,0,0,0,0
TFS#10:4,"However, our main course was wonderful.",1,0,0,0,0,0
TFS#10:7,When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,0,0,0,0,0,1
Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",0,0,1,0,0,0
Z#9:1,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,0,0,1,0,0,0
Z#9:3,The food was ok and fair nothing to go crazy.,1,0,0,0,0,0
Z#9:7,Will prob. not return but it is a great dinning experience to try atleast once.,0,1,0,0,0,0
NP#3:0,Impressed...,0,1,0,0,0,0
NP#3:3,"Servers are all different, Greg is my favorite.",0,0,0,0,0,1
NP#3:4,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",0,0,0,0,0,1
NP#3:5,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,0,0,0,0,0,1
NP#3:7,"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",0,0,0,0,0,1
BHD#7:1,this place had ALL the trimmings and i mean all.,1,0,0,0,0,0
BHD#7:2,"peppers, onions, relish, chilli, cheeses, you NAME it.",1,0,0,0,0,0
CLF#5:0,BEST DINING EXPERIENCE IN THE WEST VILLAGE!,0,1,0,0,0,0
CLF#5:1,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,0,1,0,0,0,0
CLF#5:3,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,0,0,0,1,0,0
CLF#5:5,We were drawn into the belly dancing show that captivated the crowd.,0,0,1,0,0,0
CLF#5:6,I never write on these sites but this restaurant is def worth commending!,0,1,0,0,0,0
CLF#5:7,Great find in the West Village!,0,1,0,0,0,0
NP#4:0,Maggot in the food!,1,0,0,0,0,0
NP#4:3,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",1,0,0,0,0,0
NP#4:4,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",0,0,0,0,0,1
NP#4:5,"When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.",0,0,0,0,0,1
NP#4:7,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",0,0,0,0,0,1
NP#4:8,We paid and left because we didn't feel like arguing any more.,0,0,0,0,0,1
NP#4:9,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",1,0,0,0,0,0
P#6:0,Unhygienic,1,0,0,0,0,0
P#6:1,I do not recommend.,0,1,0,0,0,0
P#6:3,I got hair in my food 2 times of then !,1,0,0,0,0,0
BzG#2:0,"Great place, great value.",0,1,0,0,0,0
BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",1,0,0,0,0,0
BzG#2:2,The atmosphere is relaxed and casual.,0,0,1,0,0,0
BzG#2:3,It's a great place to order from or sit-in.,0,1,0,0,0,0
TVU#4:0,Awesome,0,1,0,0,0,0
TVU#4:1,"Inexpensive, unassuming, great time!",0,1,0,0,0,0
Z#2:0,Sushi experience was unbelievable with my fiance.,1,0,0,0,0,0
Z#2:1,Try it!,0,1,0,0,0,0
Z#2:2,Very pleased,0,1,0,0,0,0
Y#9:0,Good creative rolls!,1,0,0,0,0,0
Y#9:1,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",0,1,0,0,0,0
Y#9:5,The appetizers are also delicious!,1,0,0,0,0,0
Z#5:0,Amazing food.,1,0,0,0,0,0
Z#5:1,Mazing interior.,0,0,1,0,0,0
Z#5:2,Great food!,1,0,0,0,0,0
Z#5:3,I've had my fair share of modern Japanese and this spot delivers.,1,0,0,0,0,0
Z#5:5,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",0,0,1,0,0,0
TM#4:0,"Indo Chinese food, pretty good...",1,0,0,0,0,0
TM#4:3,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",1,0,0,0,0,0
TM#4:4,Still we keep going back :),0,1,0,0,0,0
TFS#11:0,I was speechless by the horrible food.,1,0,0,0,0,0
TFS#11:1,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",1,0,0,0,0,0
TFS#11:4,"I was so stunned, and I left the dinner hungry and majorly disappointing.",0,1,0,0,0,0
TFS#11:5,This place survives on reputation alone.,0,1,0,0,0,0
TFS#11:6,I will NEVER return.,0,1,0,0,0,0
ADLT#10:0,Best In ALL of NYC,0,1,0,0,0,0
ADLT#10:1,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",0,1,0,0,0,0
ADLT#10:2,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",1,0,0,0,0,0
ADLT#10:5,you should travel from the Bronx to try it...,0,1,0,0,0,0
ADLT#10:7,so delicious!!!!!!,1,0,0,0,0,0
PP#3:0,Patsy's Pizza = true love,0,1,0,0,0,0
PP#3:1,Hands down the best pizza on the planet.,1,0,0,0,0,0
PP#3:3,"In about 12 minutes, the thing is gone.",1,0,0,0,0,0
BHD#6:0,great hot dogs..,1,0,0,0,0,0
BHD#6:1,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,1,0,0,0,0,0
TM#5:0,great taste,1,0,0,0,0,0
TM#5:1,"Great, original taste.",1,0,0,0,0,0
TM#5:4,The only thing that strikes you is the decor?(not very pleasant).,0,0,1,0,0,0
TM#6:0,great food,1,0,0,0,0,0
TM#6:1,This place has great indian chinese food.,1,0,0,0,0,0
TM#6:2,The flavors are amazing and the value is phenomenal.,1,0,0,0,0,0
TM#6:3,"Be prepared to wait, because the place is pretty tiny.",0,1,0,0,0,0
TM#6:4,"Also, they do not take credit card so come with cash!",0,1,0,0,0,0
TM#6:6,"Best Indian Chinese in the city, by far!",1,0,0,0,0,0
TVU#6:0,AMAZING MY FAVORITE!!!,0,1,0,0,0,0
TVU#6:2,"I came across Village Underground by accident, now I go there all the time.",0,1,0,0,0,0
TVU#6:3,The martinis are amazing and very fairly priced.,0,0,0,1,0,0
TVU#6:6,You can get a table without a reservation if you get there early I they don't make you by bottles.,0,0,0,0,0,1
TVU#6:7,Which lets face it....at times it's a good thing.,0,0,0,0,0,1
TVU#6:8,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,0,1,0,0,0,0
TVU#6:9,Highly recommended!,0,1,0,0,0,0
ADLT#3:0,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",0,1,0,0,0,0
ADLT#3:1,Everything on the menu is great. ,1,0,0,0,0,0
ADLT#3:2,This establishment is the real deal. ,0,1,0,0,0,0
TFS#5:2,But $500 for a dinner for two that didn't include Wine?,1,0,0,0,0,0
TFS#5:4,"Look, the appetizers were really good.",1,0,0,0,0,0
TFS#5:5,The entree was also very good.,1,0,0,0,0,0
TFS#5:6,"Can't argue about that, but they are clearly over priced.",1,0,0,0,0,0
TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",0,1,1,0,0,0
TFS#5:12,Which of course is not real Kobe but Wagyu beef.,1,0,0,0,0,0
TFS#5:13,Surprised that a place of this caliber would advertise it as Kobe.,0,1,0,0,0,0
TFS#5:16,Vanison was good but not amazing.,1,0,0,0,0,0
TFS#5:17,Bison was quite excellent however.,1,0,0,0,0,0
TFS#5:18,Dessert: pure disaster.,1,0,0,0,0,0
TFS#5:19,Just not good at all.,1,0,0,0,0,0
TFS#5:20,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,1,0,0,0,0,0
TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",0,1,0,0,0,0
TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",0,1,0,0,0,0
TFS#5:24,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",0,1,0,0,0,0
TFS#5:27,"If you are going for the food, it will not be worth it.",1,0,0,0,0,0
TFS#5:29,"You would think they would make up for it with service, sadly, no.",0,0,0,0,0,1
CLF#3:0,Terrible Waste of money.. scammers,0,1,0,0,0,0
CLF#3:1,I agree that dining at Casa La Femme is like no other dining experience!,0,1,0,0,0,0
CLF#3:3,I am actually offended to have spent so much money on such a bad experience.,0,1,0,0,0,0
CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,0,1,0,0,0,0
CLF#3:6,"Our visit their to say the least, was an unpleasant and costly experience!",0,1,0,0,0,0
CLF#3:7,And even more so unpleasant because it was so costly for such an unpleasant experience.,0,1,0,0,0,0
CLF#3:8,We did arrive late for our reservation so I can not complain too much about the wait for a table.,0,0,0,0,0,1
CLF#3:9,Although we were told 10-15 minutes and it was more like 45 minutes.,0,0,0,0,0,1
CLF#3:10,We were ushered to the bar to wait momentarily and upon arrival were so excited.,0,1,0,0,0,0
CLF#3:11,The place is beautiful!,0,0,1,0,0,0
CLF#3:12,The hostess was very pleasant.,0,0,0,0,0,1
CLF#3:13,"However, our $14 drinks were were horrible!",0,0,0,1,0,0
CLF#3:14,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",0,0,0,0,0,1
CLF#3:16,Our experience did not ever get any better.,0,1,0,0,0,0
CLF#3:17,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,0,0,0,0,0,1
CLF#3:18,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,0,0,0,0,0,1
