ID	sentence	target	aspect	polarity
503807:2	The food was exceptional.	food	food, restaurant, atmosphere, drinks, location, and service	positive
503807:4	I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.	braised lamb shank in red wine	food, restaurant, atmosphere, drinks, location, and service	positive
507755:0	Have eaten at Ginger House several times, and it's always good.	Ginger House	food, restaurant, atmosphere, drinks, location, and service	positive
507755:1	The fried dumplings are GREAT!	fried dumplings	food, restaurant, atmosphere, drinks, location, and service	positive
507755:2	Finally a reliable Chinese restaurant!	Chinese restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
507844:0	This place would be so much better served by being run by a group that actually understands customer service.	customer service	food, restaurant, atmosphere, drinks, location, and service	positive
507844:1	The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
507844:2	They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
507844:3	Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
507937:0	Never fails to please.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
507937:1	delicious bagels, especially when right out of the oven.	bagels	food, restaurant, atmosphere, drinks, location, and service	positive
507937:3	Service is fast and friendly.	Service	food, restaurant, atmosphere, drinks, location, and service	positive
507937:4	Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
507937:5	But that is highly forgivable.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
509227:0	Been there, done that, and New York, it's not that big a deal.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
509227:2	If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
509227:3	Rao is a good restaurant, but it's nothing special.	Rao	food, restaurant, atmosphere, drinks, location, and service	positive
511290:1	But after last night, Spice Grill is the only place I'm eating indian cuisine.	indian cuisine	food, restaurant, atmosphere, drinks, location, and service	positive
511290:2	You must try the shrimp appetizers.	shrimp appetizers	food, restaurant, atmosphere, drinks, location, and service	positive
511290:3	Even my Indian friend couldn't believe how good and tasty everything was.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
512294:1	If you are looking for a good quality, cheap eats - this is the place.	eats	food, restaurant, atmosphere, drinks, location, and service	positive
512925:0	it's a perfect place to have a amanzing indian food.	indian food	food, restaurant, atmosphere, drinks, location, and service	positive
512925:1	I really loved the different and inovated touch that's the cheff gives to the food.	cheff	food, restaurant, atmosphere, drinks, location, and service	positive
513395:1	Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.	bagels	food, restaurant, atmosphere, drinks, location, and service	positive
513521:0	Great bagels made the old-fashioned way.	bagels	food, restaurant, atmosphere, drinks, location, and service	positive
513521:2	Drawbacks: service is slow and they don't toast!	service	food, restaurant, atmosphere, drinks, location, and service	positive
519425:0	The food was absolutely amazing!!	food	food, restaurant, atmosphere, drinks, location, and service	positive
519425:1	The baked clams octopus we shared as appetizers were the best we've ever had!! 	baked clams octopus	food, restaurant, atmosphere, drinks, location, and service	positive
519425:3	The waiter was attentive.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
521916:2	Dessert is a joke...dont bother	Dessert	food, restaurant, atmosphere, drinks, location, and service	positive
527109:0	Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.	service	food, restaurant, atmosphere, drinks, location, and service	positive
528251:0	Fantastic place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
528251:1	Cute and decorative.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
528251:2	A pleasant surprise.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
528251:3	Go there to relax and feel like your somewhere else.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
530517:0	Lucky Strike is a great casual place to just grab a bite to eat.	Lucky Strike	food, restaurant, atmosphere, drinks, location, and service	positive
530517:3	I recommend it!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
535086:0	This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!	spot	food, restaurant, atmosphere, drinks, location, and service	positive
535086:1	(Always ask the bartender for the SEASONAL beer!!!	SEASONAL beer	food, restaurant, atmosphere, drinks, location, and service	positive
535086:2	Guaranteed to be a tasty experience!)	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
535086:3	Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.	spot	food, restaurant, atmosphere, drinks, location, and service	positive
535086:4	I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!	Heartland Brewery	food, restaurant, atmosphere, drinks, location, and service	positive
535086:5	All the people that I bring there go back on their own and bring THEIR friends!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
535086:6	Go there once and oh yes...you will go back...you will...	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
535171:0	What a great place!	place	food, restaurant, atmosphere, drinks, location, and service	positive
535171:1	Not the typical NYC gimmick theme restaurant.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
535171:3	And even with it's Pub atmosphere they were great to my kids too!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
535171:4	Loved it!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
535248:2	It is expensive but well worth the money.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
535248:3	If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.	Corona	food, restaurant, atmosphere, drinks, location, and service	positive
536919:1	The only thing the waiters don't do for you is wipe your chin when you leave.	waiters	food, restaurant, atmosphere, drinks, location, and service	positive
536919:2	Wonderful at holiday time.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
541532:0	Cozy romantic atomosphere with only around 15 tables at most.	atomosphere	food, restaurant, atmosphere, drinks, location, and service	positive
541532:1	Service was very prompt but slightly rushed.	Service	food, restaurant, atmosphere, drinks, location, and service	positive
541532:2	Food was very good, but not what I would consider out of this world.	Food	food, restaurant, atmosphere, drinks, location, and service	positive
541532:3	Go here for a romantic dinner but not for an all out wow dining experience.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
553097:0	My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
553097:1	Too bad the food wasn't of the same heritage.	food	food, restaurant, atmosphere, drinks, location, and service	positive
553097:3	A real dissapointment.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
553097:4	But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.	tiramisu	food, restaurant, atmosphere, drinks, location, and service	positive
553097:5	They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
553097:6	Priced at upper intermediate range.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
555734:0	I really liked this place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
555734:1	Everything I had was good, and I'm a eater.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
555734:2	It was pretty inexpensive too.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
558423:0	This place has the best Chinese style BBQ ribs in the city.	BBQ ribs	food, restaurant, atmosphere, drinks, location, and service	positive
558423:2	It's great to go for a quick lunch either alone or with a friend.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
558423:3	It's definately not a place to go if you want to impress someone.	place	food, restaurant, atmosphere, drinks, location, and service	positive
558423:5	Quick and friendly service.	service	food, restaurant, atmosphere, drinks, location, and service	positive
558423:6	This is one of the best comfort food places in the city.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
558423:7	It's somewhere you can eat and be happy.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
561054:3	I can't wait for summer, when they serve outside on their gigantic patio.	patio	food, restaurant, atmosphere, drinks, location, and service	positive
565344:0	I recently tried Suan and I thought that it was great.	Suan	food, restaurant, atmosphere, drinks, location, and service	positive
565344:3	I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
571962:0	They all know you.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
571962:1	Good food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
571962:2	Good drink.	drink	food, restaurant, atmosphere, drinks, location, and service	positive
571962:3	How do you rate home?	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
578016:0	I have never had cheescake like this.	cheescake	food, restaurant, atmosphere, drinks, location, and service	positive
578016:1	I thought I had died and gone to heaven.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
584025:0	Great spot, whether looking for a couple of drinks or quiet dinner.	spot	food, restaurant, atmosphere, drinks, location, and service	positive
584025:3	Have been several times and it never dissapoints.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
608500:1	We were less than impressed.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
608500:3	We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	chicken casserole	food, restaurant, atmosphere, drinks, location, and service	positive
608500:4	Probably would not go again...	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
610611:0	i've been to sapphire twice and both times the food was fine, if not good.	food	food, restaurant, atmosphere, drinks, location, and service	positive
610611:6	skip dessert.	dessert	food, restaurant, atmosphere, drinks, location, and service	positive
611117:0	Best Reuben sandwich ever!	Reuben sandwich	food, restaurant, atmosphere, drinks, location, and service	positive
611117:1	A classic!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
611117:2	Don't miss Bloom's on your next trip to Manhatten.	Bloom's	food, restaurant, atmosphere, drinks, location, and service	positive
611117:3	It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.	place	food, restaurant, atmosphere, drinks, location, and service	positive
611117:4	Thanks Bloom's for a lovely trip.	Bloom's	food, restaurant, atmosphere, drinks, location, and service	positive
615180:2	It just wasn't Thai.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
620892:1	Was surprisingly disappointed.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
620892:2	Pizza was a little soggy.	Pizza	food, restaurant, atmosphere, drinks, location, and service	positive
620892:4	Not enough wines by the glass either.	wines by the glass	food, restaurant, atmosphere, drinks, location, and service	positive
620892:6	Food was just average...if they lowered the prices just a bit, it would be a bigger draw.	Food	food, restaurant, atmosphere, drinks, location, and service	positive
624715:0	This place is a great bargain.	place	food, restaurant, atmosphere, drinks, location, and service	positive
624715:1	Authentic Pakistani food.	Pakistani food	food, restaurant, atmosphere, drinks, location, and service	positive
624715:2	People are always friendly.	People	food, restaurant, atmosphere, drinks, location, and service	positive
624715:3	Don't waste money on decor.	decor	food, restaurant, atmosphere, drinks, location, and service	positive
624715:4	Just straight up cheap, good food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
626269:0	Faan is sooo good.	Faan	food, restaurant, atmosphere, drinks, location, and service	positive
626269:1	The best pad thai i've ever had.	pad thai	food, restaurant, atmosphere, drinks, location, and service	positive
626269:3	bottles of wine are cheap and good.	bottles of wine	food, restaurant, atmosphere, drinks, location, and service	positive
626269:4	What more could you want?	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
630914:0	The food was actually aweful.	food	food, restaurant, atmosphere, drinks, location, and service	positive
630914:1	I'm not picky - but it was actually gross.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
630914:4	Wouldn't recomend it for dinner!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
632121:0	This is the perfect date spot for Williamsburg couples.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
632121:1	The jukebox plays everything from Italian Opera to The Strokes.	jukebox	food, restaurant, atmosphere, drinks, location, and service	positive
632121:4	If only they delivered, they'd make a mint!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
657129:0	go here for the drinks!	drinks	food, restaurant, atmosphere, drinks, location, and service	positive
657129:3	the drinks are amazing and half off till 8pm.	drinks	food, restaurant, atmosphere, drinks, location, and service	positive
657129:4	Ask for Usha, the nicest bartender in manhattan.	Usha	food, restaurant, atmosphere, drinks, location, and service	positive
657129:5	My fav was the sassy lassi...	sassy lassi	food, restaurant, atmosphere, drinks, location, and service	positive
680345:0	This is an amazing place to try some roti rolls.	roti rolls	food, restaurant, atmosphere, drinks, location, and service	positive
680345:1	I really recommend the very simple Unda (Egg) rolls.	Unda (Egg) rolls	food, restaurant, atmosphere, drinks, location, and service	positive
680345:3	Amazing!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
680390:0	Toons has recently been redone, so it's now a very attractive space.	Toons	food, restaurant, atmosphere, drinks, location, and service	positive
680390:1	The food's as good as ever.	food	food, restaurant, atmosphere, drinks, location, and service	positive
680390:2	In an area sadly lacking in decent Thai food, this is one of the best spots.	Thai food	food, restaurant, atmosphere, drinks, location, and service	positive
682250:1	The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.	portions	food, restaurant, atmosphere, drinks, location, and service	positive
682250:3	Can't wait to go back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
682391:1	Beef noodle soup is good as well.	Beef noodle soup	food, restaurant, atmosphere, drinks, location, and service	positive
682391:3	Best Taiwanese food in NY!	Taiwanese food	food, restaurant, atmosphere, drinks, location, and service	positive
707917:0	I have been to Rao's probably 15 times the past 3 years and it keeps getting better.	Rao's	food, restaurant, atmosphere, drinks, location, and service	positive
707917:1	For those that go once and don't enjoy it, all I can say is that they just don't get it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
707917:3	Good luck getting a table.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
709294:0	My roommate and I LOVE this place.	place	food, restaurant, atmosphere, drinks, location, and service	positive
709294:1	We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.	outdoor seating	food, restaurant, atmosphere, drinks, location, and service	positive
709294:2	Indoor was very cozy and cute.	Indoor	food, restaurant, atmosphere, drinks, location, and service	positive
709294:5	Staff is very accomodating.	Staff	food, restaurant, atmosphere, drinks, location, and service	positive
713152:1	I got the $10 10-piece dim sum combo, every bite of which was great.	$10 10-piece dim sum combo	food, restaurant, atmosphere, drinks, location, and service	positive
713152:2	But $1 for each small piece???	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
713152:3	Not worth it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
713152:4	I won't go back unless someone else is footing the bill.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
717570:1	The decor is very simple but comfortable.	decor	food, restaurant, atmosphere, drinks, location, and service	positive
717570:2	The food was delicious but do not come here on a empty stomach.	food	food, restaurant, atmosphere, drinks, location, and service	positive
717570:5	The staff there is very attentive and down to earth.	staff	food, restaurant, atmosphere, drinks, location, and service	positive
717570:6	I loved it and would go again.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
720418:1	The owner truly caters to all your needs.	owner	food, restaurant, atmosphere, drinks, location, and service	positive
720418:2	When family came in he gave them apps to test their palets, and then ordered for them.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
720418:3	Everyone was more then happy with his choices.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
720620:1	The food here does a great service to the name (Cantonese that is...).	food	food, restaurant, atmosphere, drinks, location, and service	positive
720620:2	I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.	egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork	food, restaurant, atmosphere, drinks, location, and service	positive
720620:3	This dish is my favorite and I always get it when I go there and never get tired of it.	dish	food, restaurant, atmosphere, drinks, location, and service	positive
720620:5	Simply some good tasting Chinese food at incredible prices...	Chinese food	food, restaurant, atmosphere, drinks, location, and service	positive
720620:6	Service is not what you are coming here for...	Service	food, restaurant, atmosphere, drinks, location, and service	positive
720620:8	Big Wong is a great place to eat and fill your stomach.	Big Wong	food, restaurant, atmosphere, drinks, location, and service	positive
735448:1	whoever the jazz duo was, they were on POINT.	jazz duo	food, restaurant, atmosphere, drinks, location, and service	positive
735448:3	even the wine by the glass was good.	wine by the glass	food, restaurant, atmosphere, drinks, location, and service	positive
735448:4	its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
737999:0	Consistently good Japanese Tapas.	Japanese Tapas	food, restaurant, atmosphere, drinks, location, and service	positive
737999:3	Atmosphere is nice and relaxed too...	Atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
737999:4	A great place to meet up for some food and drinks...  	place	food, restaurant, atmosphere, drinks, location, and service	positive
737999:5	Yakitori (bbq meats) is tasty too.	Yakitori (bbq meats)	food, restaurant, atmosphere, drinks, location, and service	positive
740923:3	Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.	chef	food, restaurant, atmosphere, drinks, location, and service	positive
740923:4	No thanks!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
744478:0	This place, which is only a few months old, is perhaps Queens' biggest secret!	place	food, restaurant, atmosphere, drinks, location, and service	positive
746254:0	We were seated outside and the waiter spilled red wine and hot tea on myself and my date.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
746254:1	We were then shooed inside.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
746254:2	One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	waiter	food, restaurant, atmosphere, drinks, location, and service	positive
746254:3	We left, never to return.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
757762:1	The only problem is that the manager is a complete incompetent.	manager	food, restaurant, atmosphere, drinks, location, and service	positive
757762:2	He offers subpar service and has no personality.	service	food, restaurant, atmosphere, drinks, location, and service	positive
757762:3	In fact, it appears he is going to go postal at any moment.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
757762:5	There is no excuse for such lousy service!	service	food, restaurant, atmosphere, drinks, location, and service	positive
758263:0	I have never before eaten 40 pieces of relatively good nigiri.	nigiri	food, restaurant, atmosphere, drinks, location, and service	positive
758263:2	You can do it here.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
758263:3	$20 for all you can eat sushi cannot be beaten.	all you can eat sushi	food, restaurant, atmosphere, drinks, location, and service	positive
759781:0	I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.	Areo	food, restaurant, atmosphere, drinks, location, and service	positive
759781:2	Most of the servers are very attentive, friendly and quite attractive.	servers	food, restaurant, atmosphere, drinks, location, and service	positive
759781:5	Me and my girls will definitely go back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
773720:1	I would highly recommand requesting a table by the window.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
872763:1	The food is great.	food	food, restaurant, atmosphere, drinks, location, and service	positive
872763:2	Personal pans are the perfect size for those hungry nights.	Personal pans	food, restaurant, atmosphere, drinks, location, and service	positive
872763:3	I heartily recommend.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
872763:4	There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.	delivery guys	food, restaurant, atmosphere, drinks, location, and service	positive
872763:5	Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.	delivery guys	food, restaurant, atmosphere, drinks, location, and service	positive
875139:1	The pizza was pretty good and huge.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
875139:2	The price very reasonable.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
875139:3	We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.	penne a la vodka	food, restaurant, atmosphere, drinks, location, and service	positive
875139:5	I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
875139:6	The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol	pasta penne	food, restaurant, atmosphere, drinks, location, and service	positive
929329:2	La Rosa waltzes in, and I think they are doing it the best.	La Rosa	food, restaurant, atmosphere, drinks, location, and service	positive
935633:1	I love it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
935633:2	I plan on stopping by next week as well.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
935633:3	I found it on a cold night, the perfect spot to warm up.	spot	food, restaurant, atmosphere, drinks, location, and service	positive
935633:4	I recieved prompt service with a smile.	service	food, restaurant, atmosphere, drinks, location, and service	positive
935633:5	To me it exemplifies Soho, cute, artsy, interesting.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
935633:6	Definately check it out!!!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
955711:0	This place blew me away...by far my new favorite restaurant on the uppereast side.	place	food, restaurant, atmosphere, drinks, location, and service	positive
955711:1	The wine list is extensive and impressive.	wine list	food, restaurant, atmosphere, drinks, location, and service	positive
955711:2	LOVE the atmosphere - felt like I was in Paris.	atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
957145:4	I lOVE THIS PLACE!	PLACE	food, restaurant, atmosphere, drinks, location, and service	positive
957145:5	Keep up the good work guys!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
958809:1	I have to say I have never had a disapointing meal here.	meal	food, restaurant, atmosphere, drinks, location, and service	positive
958809:2	We could have made a meal of the yummy dumplings from the dumpling menu.	dumplings	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#8:0	Love Al Di La	Al Di La	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#8:1	I recommend this place to everyone.	place	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#8:2	Great food.	food	food, restaurant, atmosphere, drinks, location, and service	positive
ADLT#2:0	One of my favorite places in Brooklyn. 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#4:0	Overpriced and not tasty 	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BFC#4:1	The food here was mediocre at best. 	food	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#9:0	Tasty Dog!	Dog	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#9:2	One of the best hot dogs I have ever eaten.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BHD#9:3	Can't wait to go back.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#1:0	The Cypriot restaurant has a lot going for it.	Cypriot restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#1:1	But the best pork souvlaki I ever had is the main thing.	pork souvlaki	food, restaurant, atmosphere, drinks, location, and service	positive
BzG#1:3	Run don't walk.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#10:0	Super YUMMY Pizza!	Pizza	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#10:1	I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#10:3	We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!	half/half pizza	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#10:4	We had fun eating in there, we were there like around 3 a.m. in the morning!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
EVPK#10:5	Will comeback for sure, wish they have it here in LA..	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Z#3:1	The space kind of feels like an Alice in Wonderland setting, without it trying to be that.	space	food, restaurant, atmosphere, drinks, location, and service	positive
Z#3:2	I paid just about $60 for a good meal, though :)	meal	food, restaurant, atmosphere, drinks, location, and service	positive
Z#3:3	Great sake!	sake	food, restaurant, atmosphere, drinks, location, and service	positive
Y#7:0	Reliable, Fresh Sushi	Sushi	food, restaurant, atmosphere, drinks, location, and service	positive
Y#7:3	Have never had a problem with service save a missing rice once.	service	food, restaurant, atmosphere, drinks, location, and service	positive
Y#7:4	Delivery can be spot on or lacking depending on the weather and the day of the week.	Delivery	food, restaurant, atmosphere, drinks, location, and service	positive
Y#7:5	Delivery guy sometimes get upset if you don't tip more than 10%.	Delivery guy	food, restaurant, atmosphere, drinks, location, and service	positive
Y#3:0	Best. Sushi. Ever.	Sushi	food, restaurant, atmosphere, drinks, location, and service	positive
Y#3:1	This place has ruined me for neighborhood sushi.	sushi	food, restaurant, atmosphere, drinks, location, and service	positive
Y#3:2	Creative, consistent, fresh.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#3:4	Not cheap but very yummy.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#3:5	Love it.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#2:0	Very, very nice	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
Y#2:1	The place is a bit hidden away, but once you get there, it's all worth it.	place	food, restaurant, atmosphere, drinks, location, and service	positive
WE#9:0	Loved It	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
WE#9:2	We had a very nice time.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
WE#9:4	I'd definitely go back again.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TR#3:0	Great place to relax and enjoy your dinner	place	food, restaurant, atmosphere, drinks, location, and service	positive
TR#3:1	There is something about their atmosphere that makes me come back nearly every week.	atmosphere	food, restaurant, atmosphere, drinks, location, and service	positive
TR#3:2	Place is open till late, no dress code.	Place	food, restaurant, atmosphere, drinks, location, and service	positive
TR#3:4	Highly recommended!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#7:0	Excellent food for great prices	food	food, restaurant, atmosphere, drinks, location, and service	positive
TM#7:1	My husband and I have been sold on this from the first visit.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
TM#7:2	The wait staff is very courteous and accomodating.	wait staff	food, restaurant, atmosphere, drinks, location, and service	positive
TM#7:4	There are no negatives to speak of.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
RL#7:0	the bestt!	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
RL#7:1	my favorite place lol	place	food, restaurant, atmosphere, drinks, location, and service	positive
RL#7:2	i love their chicken pasta cant remember the name but is sooo good	chicken pasta	food, restaurant, atmosphere, drinks, location, and service	positive
RL#3:0	its alright	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
RL#3:1	im not necessarily fanatical about this place, but it was a fun time for low pirces.	place	food, restaurant, atmosphere, drinks, location, and service	positive
RL#3:2	lobster was good, nothing spectacular.	lobster	food, restaurant, atmosphere, drinks, location, and service	positive
RL#3:3	its just a fun place to go, not a five star restaraunt.	restaraunt	food, restaurant, atmosphere, drinks, location, and service	positive
PP#9:0	Way below average	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
PP#9:1	I think the pizza is so overrated and was under cooked.	pizza	food, restaurant, atmosphere, drinks, location, and service	positive
PP#9:3	Would NEVER go back	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:0	I love this place	place	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:1	I wasn't here for the pizza so I can't comment on that yet but what I had was very good.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:2	The service was quick and friendly.	service	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:3	Everyone was smiling so that made me feel welcome.	NULL	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:4	I thought the restaurant was nice and clean.	restaurant	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:5	I ordered the vitello alla marsala and I was pretty impressed.	vitello alla marsala	food, restaurant, atmosphere, drinks, location, and service	positive
PP#4:7	The potato balls were not dry at all... in fact it was buttery.	potato balls	food, restaurant, atmosphere, drinks, location, and service	positive
